0	4.5	0.125	0.5	['G4']	[]	[0]	[7]
44	267/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
44	3.0	0.5	0.3333333333333333	['E-2', 'B-2', 'F3', 'B-3', 'E-4']	['P5', 'M9', 'P12', 'P15', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[3, 5, 10]
44	333/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'F3', 'B-3', 'E-4']	['P5', 'M9', 'P12', 'P15', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[3, 5, 10]
44	367/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'F3', 'B-3', 'E-4']	['P5', 'M9', 'P12', 'P15', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[3, 5, 10]
44	4.0	0.25	0.3333333333333333	['E-2', 'C-3', 'F3', 'A-3', 'E-4', 'A-4']	['m6', 'M9', 'P11', 'P15', 'P18', 'A4', 'M6', 'M10', 'M13', 'm3', 'm7', 'm10', 'P5', 'P8', 'P4']	[0, 2, 5, 8]	[3, 5, 8, 11]
44	433/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'F3', 'A-3', 'E-4', 'A-4']	['m6', 'M9', 'P11', 'P15', 'P18', 'A4', 'M6', 'M10', 'M13', 'm3', 'm7', 'm10', 'P5', 'P8', 'P4']	[0, 2, 5, 8]	[3, 5, 8, 11]
44	467/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'F3', 'A-3', 'E-4', 'A-4']	['m6', 'M9', 'P11', 'P15', 'P18', 'A4', 'M6', 'M10', 'M13', 'm3', 'm7', 'm10', 'P5', 'P8', 'P4']	[0, 2, 5, 8]	[3, 5, 8, 11]
45	1.0	1.0	0.3333333333333333	['E-2', 'G4']	['M17']	[0, 4]	[3, 7]
45	133/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	167/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	2.0	0.25	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	233/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	267/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	3.0	0.5	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	333/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	367/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	4.0	0.25	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	433/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
45	467/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
46	1.0	1.0	0.3333333333333333	['C2', 'G4']	['P19']	[0, 5]	[7, 0]
46	133/100	0.0625	0.3333333333333333	['C3', 'G3', 'C4', 'E-4', 'G4']	['P5', 'P8', 'm10', 'P12', 'P4', 'm6', 'm3', 'M3']	[0, 3, 7]	[0, 3, 7]
46	167/100	0.0625	0.3333333333333333	['C3', 'G3', 'C4', 'E-4', 'G4']	['P5', 'P8', 'm10', 'P12', 'P4', 'm6', 'm3', 'M3']	[0, 3, 7]	[0, 3, 7]
46	2.0	0.25	0.3333333333333333	['C3', 'G3', 'C4', 'E-4', 'G4']	['P5', 'P8', 'm10', 'P12', 'P4', 'm6', 'm3', 'M3']	[0, 3, 7]	[0, 3, 7]
46	233/100	0.0625	0.16666666666666666	['C3', 'G3', 'C4', 'E-4', 'G4']	['P5', 'P8', 'm10', 'P12', 'P4', 'm6', 'm3', 'M3']	[0, 3, 7]	[0, 3, 7]
46	2.5	0.125	0.16666666666666666	['C3', 'G3', 'C4', 'E-4', 'G4']	['P5', 'P8', 'm10', 'P12', 'P4', 'm6', 'm3', 'M3']	[0, 3, 7]	[0, 3, 7]
46	267/100	0.0625	0.3333333333333333	['C3', 'G3', 'C4', 'E-4', 'G4']	['P5', 'P8', 'm10', 'P12', 'P4', 'm6', 'm3', 'M3']	[0, 3, 7]	[0, 3, 7]
46	3.0	0.5	0.3333333333333333	['C3', 'G3', 'E-4', 'G4', 'C5']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[0, 3, 7]
46	333/100	0.0625	0.16666666666666666	['C3', 'G3', 'E-4', 'G4', 'C5']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[0, 3, 7]
46	3.5	0.125	0.16666666666666666	['C3', 'G3', 'E-4', 'G4', 'C5']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[0, 3, 7]
46	367/100	0.0625	0.3333333333333333	['C3', 'G3', 'E-4', 'G4', 'C5']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[0, 3, 7]
46	4.0	0.25	0.3333333333333333	['C3', 'A3', 'E-4', 'F#4', 'C5']	['M6', 'm10', 'A11', 'P15', 'd5', 'A2']	[0, 3, 6, 9]	[0, 3, 6, 9]
46	433/100	0.0625	0.16666666666666666	['C3', 'A3', 'E-4', 'F#4', 'C5']	['M6', 'm10', 'A11', 'P15', 'd5', 'A2']	[0, 3, 6, 9]	[0, 3, 6, 9]
46	4.5	0.125	0.16666666666666666	['C3', 'A3', 'E-4', 'F#4', 'C5']	['M6', 'm10', 'A11', 'P15', 'd5', 'A2']	[0, 3, 6, 9]	[0, 3, 6, 9]
46	467/100	0.0625	0.3333333333333333	['C3', 'A3', 'E-4', 'F#4', 'C5']	['M6', 'm10', 'A11', 'P15', 'd5', 'A2']	[0, 3, 6, 9]	[0, 3, 6, 9]
47	1.0	1.0	0.3333333333333333	['G2', 'B4']	['M17']	[0, 4]	[7, 11]
47	133/100	0.0625	0.3333333333333333	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P8', 'M10', 'm3', 'm6', 'P4', 'M6']	[0, 3, 7]	[7, 11, 2]
47	167/100	0.0625	0.3333333333333333	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P8', 'M10', 'm3', 'm6', 'P4', 'M6']	[0, 3, 7]	[7, 11, 2]
47	2.0	0.25	0.3333333333333333	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P8', 'M10', 'm3', 'm6', 'P4', 'M6']	[0, 3, 7]	[7, 11, 2]
47	233/100	0.0625	0.3333333333333333	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P8', 'M10', 'm3', 'm6', 'P4', 'M6']	[0, 3, 7]	[7, 11, 2]
47	267/100	0.0625	0.3333333333333333	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P8', 'M10', 'm3', 'm6', 'P4', 'M6']	[0, 3, 7]	[7, 11, 2]
47	3.0	0.5	0.3333333333333333	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P8', 'M10', 'm3', 'm6', 'P4', 'M6']	[0, 3, 7]	[7, 11, 2]
47	333/100	0.0625	0.3333333333333333	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P8', 'M10', 'm3', 'm6', 'P4', 'M6']	[0, 3, 7]	[7, 11, 2]
47	367/100	0.0625	0.3333333333333333	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P8', 'M10', 'm3', 'm6', 'P4', 'M6']	[0, 3, 7]	[7, 11, 2]
47	4.0	0.25	0.3333333333333333	['G2', 'E-3', 'D-4', 'B-4']	['m6', 'd12', 'm17', 'm7', 'P12', 'M6']	[0, 2, 5, 8]	[7, 10, 1, 3]
47	433/100	0.0625	0.3333333333333333	['G2', 'E-3', 'D-4', 'B-4']	['m6', 'd12', 'm17', 'm7', 'P12', 'M6']	[0, 2, 5, 8]	[7, 10, 1, 3]
47	467/100	0.0625	0.3333333333333333	['G2', 'E-3', 'D-4', 'B-4']	['m6', 'd12', 'm17', 'm7', 'P12', 'M6']	[0, 2, 5, 8]	[7, 10, 1, 3]
48	1.0	1.0	0.3333333333333333	['G2', 'E-3', 'D-4', 'B-4', 'E-5']	['m6', 'd12', 'm17', 'm20', 'm7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5, 8]	[7, 10, 1, 3]
48	133/100	0.0625	0.3333333333333333	['G2', 'E-3', 'D-4', 'B-4', 'E-5']	['m6', 'd12', 'm17', 'm20', 'm7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5, 8]	[7, 10, 1, 3]
48	167/100	0.0625	0.3333333333333333	['G2', 'E-3', 'D-4', 'B-4', 'E-5']	['m6', 'd12', 'm17', 'm20', 'm7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5, 8]	[7, 10, 1, 3]
48	2.0	0.25	0.3333333333333333	['G2', 'E-3', 'D-4', 'B-4', 'E-5']	['m6', 'd12', 'm17', 'm20', 'm7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5, 8]	[7, 10, 1, 3]
48	233/100	0.0625	0.16666666666666666	['G2', 'E-3', 'D-4', 'B-4', 'E-5']	['m6', 'd12', 'm17', 'm20', 'm7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5, 8]	[7, 10, 1, 3]
48	2.5	0.125	0.16666666666666666	['G2', 'E-3', 'D-4', 'A-4', 'B-4', 'E-5']	['m6', 'd12', 'm16', 'm17', 'm20', 'm7', 'P11', 'P12', 'P15', 'P5', 'M6', 'M9', 'M2', 'P4']	[0, 1, 3, 6, 8]	[7, 8, 10, 1, 3]
48	267/100	0.0625	0.3333333333333333	['A-2', 'E-3', 'C4', 'A-4', 'E-5']	['P5', 'M10', 'P15', 'P19', 'M6', 'P11', 'm6', 'm10']	[0, 3, 7]	[8, 0, 3]
48	3.0	0.5	0.3333333333333333	['A-2', 'E-3', 'C4', 'A-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[8, 0, 3]
48	333/100	0.0625	0.3333333333333333	['A-2', 'E-3', 'C4', 'A-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[8, 0, 3]
48	367/100	0.0625	0.3333333333333333	['A-2', 'E-3', 'C4', 'A-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[8, 0, 3]
48	4.0	0.25	0.3333333333333333	['B-2', 'E-3', 'B-3', 'G4']	['P4', 'P8', 'M13', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
48	433/100	0.0625	0.3333333333333333	['B-2', 'E-3', 'B-3', 'G4']	['P4', 'P8', 'M13', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
48	467/100	0.0625	0.3333333333333333	['B-2', 'E-3', 'B-3', 'G4']	['P4', 'P8', 'M13', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
49	1.0	1.0	0.3333333333333333	['C3', 'E-3', 'A3', 'F4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[9, 0, 3, 5]
49	133/100	0.0625	0.3333333333333333	['C3', 'E-3', 'A3', 'F4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[9, 0, 3, 5]
49	167/100	0.0625	0.3333333333333333	['C3', 'E-3', 'A3', 'F4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[9, 0, 3, 5]
49	2.0	0.25	0.3333333333333333	['C3', 'E-3', 'A3', 'F4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[9, 0, 3, 5]
49	233/100	0.0625	0.3333333333333333	['C3', 'E-3', 'A3', 'F4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[9, 0, 3, 5]
49	267/100	0.0625	0.3333333333333333	['C3', 'E-3', 'A3', 'F4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[9, 0, 3, 5]
49	3.0	0.5	0.3333333333333333	['C3', 'E-3', 'A3', 'F4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[9, 0, 3, 5]
49	333/100	0.0625	0.3333333333333333	['C3', 'E-3', 'A3', 'F4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[9, 0, 3, 5]
49	367/100	0.0625	0.3333333333333333	['C3', 'E-3', 'A3', 'F4']	['m3', 'M6', 'P11', 'A4', 'M9', 'm6']	[0, 2, 5, 8]	[9, 0, 3, 5]
49	4.0	0.25	0.3333333333333333	['B-2', 'E-3', 'B-3', 'G4']	['P4', 'P8', 'M13', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
49	433/100	0.0625	0.3333333333333333	['B-2', 'E-3', 'B-3', 'G4']	['P4', 'P8', 'M13', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
49	467/100	0.0625	0.3333333333333333	['B-2', 'E-3', 'B-3', 'G4']	['P4', 'P8', 'M13', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
50	1.0	1.0	0.3333333333333333	['A-2', 'E-3', 'D-4', 'B-4', 'E-5']	['P5', 'P11', 'M16', 'P19', 'm7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5, 7]	[8, 10, 1, 3]
50	133/100	0.0625	0.3333333333333333	['A-2', 'E-3', 'D-4', 'B-4', 'E-5']	['P5', 'P11', 'M16', 'P19', 'm7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5, 7]	[8, 10, 1, 3]
50	167/100	0.0625	0.3333333333333333	['A-2', 'E-3', 'D-4', 'B-4', 'E-5']	['P5', 'P11', 'M16', 'P19', 'm7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5, 7]	[8, 10, 1, 3]
50	2.0	0.25	0.3333333333333333	['A-2', 'C4', 'A-4', 'E-5']	['M10', 'P15', 'P19', 'm6', 'm10', 'P5']	[0, 3, 7]	[8, 0, 3]
50	233/100	0.0625	0.16666666666666666	['A-2', 'E-3', 'C4', 'A-4', 'E-5']	['P5', 'M10', 'P15', 'P19', 'M6', 'P11', 'm6', 'm10']	[0, 3, 7]	[8, 0, 3]
50	2.5	0.125	0.16666666666666666	['A-2', 'E-3', 'C4', 'G4', 'A-4', 'E-5']	['P5', 'M10', 'M14', 'P15', 'P19', 'M6', 'P11', 'm6', 'm10', 'm2']	[0, 1, 5, 8]	[7, 8, 0, 3]
50	267/100	0.0625	0.3333333333333333	['B-2', 'E-3', 'B-3', 'G4', 'E-5']	['P4', 'P8', 'M13', 'P18', 'P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
50	3.0	0.5	1.0	['C3', 'E-3', 'A3', 'G4']	['m3', 'M6', 'P12', 'A4', 'M10', 'm7']	[0, 2, 5, 8]	[7, 9, 0, 3]
50	4.0	0.25	0.3333333333333333	['A-3', 'D4', 'F4', 'G4', 'B-4']	['A4', 'M6', 'M7', 'M9', 'm3', 'P4', 'm6', 'M2']	[0, 2, 3, 5, 8]	[2, 5, 7, 8, 10]
50	433/100	0.0625	0.16666666666666666	['B-2', 'A-3', 'D4', 'F4', 'G4', 'B-4']	['m7', 'M10', 'P12', 'M13', 'P15', 'A4', 'M6', 'M7', 'M9', 'm3', 'P4', 'm6', 'M2']	[0, 2, 3, 5, 8]	[2, 5, 7, 8, 10]
50	4.5	0.125	0.16666666666666666	['B-2', 'A-3', 'D4', 'F4', 'B-4']	['m7', 'M10', 'P12', 'P15', 'A4', 'M6', 'M9', 'm3', 'm6', 'P4']	[0, 2, 5, 8]	[2, 5, 8, 10]
50	467/100	0.0625	0.3333333333333333	['B-2', 'A-3', 'D4', 'F4', 'B-4']	['m7', 'M10', 'P12', 'P15', 'A4', 'M6', 'M9', 'm3', 'm6', 'P4']	[0, 2, 5, 8]	[2, 5, 8, 10]
51	1.0	1.0	0.3333333333333333	['E-2', 'G3', 'E-4']	['M10', 'P15', 'm6']	[0, 4]	[3, 7]
51	133/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
51	167/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
51	2.0	0.25	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
51	233/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
51	267/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
51	3.0	0.5	0.3333333333333333	['E-2', 'C-4', 'D4', 'A-4']	['m13', 'M14', 'P18', 'A2', 'M6', 'd5']	[0, 1, 4, 7]	[8, 11, 2, 3]
51	333/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'C-4', 'D4', 'A-4']	['P5', 'm13', 'M14', 'P18', 'm9', 'M10', 'm14', 'A2', 'M6', 'd5']	[0, 1, 4, 5, 7]	[8, 10, 11, 2, 3]
51	367/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'C-4', 'D4', 'A-4']	['P5', 'm13', 'M14', 'P18', 'm9', 'M10', 'm14', 'A2', 'M6', 'd5']	[0, 1, 4, 5, 7]	[8, 10, 11, 2, 3]
51	4.0	0.25	0.3333333333333333	['E-2', 'B-2', 'C-4', 'D4', 'A-4']	['P5', 'm13', 'M14', 'P18', 'm9', 'M10', 'm14', 'A2', 'M6', 'd5']	[0, 1, 4, 5, 7]	[8, 10, 11, 2, 3]
51	433/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'C-4', 'D4', 'A-4']	['P5', 'm13', 'M14', 'P18', 'm9', 'M10', 'm14', 'A2', 'M6', 'd5']	[0, 1, 4, 5, 7]	[8, 10, 11, 2, 3]
51	467/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'C-4', 'D4', 'A-4']	['P5', 'm13', 'M14', 'P18', 'm9', 'M10', 'm14', 'A2', 'M6', 'd5']	[0, 1, 4, 5, 7]	[8, 10, 11, 2, 3]
52	1.0	1.0	0.3333333333333333	['E-2', 'B-3', 'E-4', 'G4']	['P12', 'P15', 'M17', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
52	133/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'B-3', 'E-4', 'G4']	['P5', 'P12', 'P15', 'M17', 'P8', 'P11', 'M13', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
52	167/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'B-3', 'E-4', 'G4']	['P5', 'P12', 'P15', 'M17', 'P8', 'P11', 'M13', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
52	2.0	0.25	0.3333333333333333	['E-2', 'B-2', 'B-3', 'E-4', 'G4']	['P5', 'P12', 'P15', 'M17', 'P8', 'P11', 'M13', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
52	233/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'B-3', 'E-4', 'G4']	['P5', 'P12', 'P15', 'M17', 'P8', 'P11', 'M13', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
52	267/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'B-3', 'E-4', 'G4']	['P5', 'P12', 'P15', 'M17', 'P8', 'P11', 'M13', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
52	3.0	0.5	0.3333333333333333	['E-2', 'A-3', 'D4', 'B-4']	['P11', 'M14', 'P19', 'A4', 'M9', 'm6']	[0, 1, 5, 7]	[8, 10, 2, 3]
52	333/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'A-3', 'D4', 'B-4']	['P5', 'P11', 'M14', 'P19', 'm7', 'M10', 'P15', 'A4', 'M9', 'm6']	[0, 1, 5, 7]	[8, 10, 2, 3]
52	367/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'A-3', 'D4', 'B-4']	['P5', 'P11', 'M14', 'P19', 'm7', 'M10', 'P15', 'A4', 'M9', 'm6']	[0, 1, 5, 7]	[8, 10, 2, 3]
52	4.0	0.25	0.3333333333333333	['E-2', 'B-2', 'A-3', 'D4', 'B-4']	['P5', 'P11', 'M14', 'P19', 'm7', 'M10', 'P15', 'A4', 'M9', 'm6']	[0, 1, 5, 7]	[8, 10, 2, 3]
52	433/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'A-3', 'D4', 'B-4']	['P5', 'P11', 'M14', 'P19', 'm7', 'M10', 'P15', 'A4', 'M9', 'm6']	[0, 1, 5, 7]	[8, 10, 2, 3]
52	467/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'A-3', 'D4', 'B-4']	['P5', 'P11', 'M14', 'P19', 'm7', 'M10', 'P15', 'A4', 'M9', 'm6']	[0, 1, 5, 7]	[8, 10, 2, 3]
53	1.0	1.0	2.0	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
53	3.0	0.5	2.0	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
54	1.0	1.0	4.0	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
