0	2.5	0.25	0.5	['E4']	[]	[0]	[4]
22	2.0	0.5	1.0	['G2', 'C3', 'A4', 'C5', 'F#5']	['P4', 'M16', 'P18', 'M21', 'M13', 'P15', 'A18', 'm3', 'M6', 'A4']	[0, 1, 3, 6]	[6, 7, 9, 0]
23	1.0	1.0	2.0	['G2', 'G3', 'B4', 'D5', 'G5']	['P8', 'M17', 'P19', 'P22', 'M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[7, 11, 2]
24	1.0	1.0	1.0	['G2', 'G3', 'B4', 'D5', 'G5']	['P8', 'M17', 'P19', 'P22', 'M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[7, 11, 2]
24	2.0	0.5	1.0	['B-1', 'B-2', 'B-4', 'D5', 'F5']	['P8', 'P22', 'M24', 'P26', 'P15', 'M17', 'P19', 'M3', 'P5', 'm3']	[0, 3, 7]	[10, 2, 5]
25	1.0	1.0	1.0	['F2', 'F3', 'F4', 'A4', 'C5']	['P8', 'P15', 'M17', 'P19', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[5, 9, 0]
25	2.0	0.5	1.0	['F2', 'F3', 'C4', 'G4', 'B-4']	['P8', 'P12', 'M16', 'P18', 'P5', 'M9', 'P11', 'm7', 'm3']	[0, 2, 5, 7]	[5, 7, 10, 0]
26	1.0	1.0	1.0	['F2', 'F3', 'F4', 'A4', 'C5']	['P8', 'P15', 'M17', 'P19', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[5, 9, 0]
26	2.0	0.5	1.0	['F2', 'F3', 'F4', 'A4', 'C5']	['P8', 'P15', 'M17', 'P19', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[5, 9, 0]
27	1.0	1.0	1.0	['F2', 'F3', 'F4', 'G4', 'B-4']	['P8', 'P15', 'M16', 'P18', 'M9', 'P11', 'M2', 'P4', 'm3']	[0, 2, 5]	[5, 7, 10]
27	2.0	0.5	1.0	['F2', 'F3', 'B-3', 'F4', 'G4']	['P8', 'P11', 'P15', 'M16', 'P4', 'M9', 'P5', 'M6', 'M2']	[0, 2, 5]	[5, 7, 10]
28	1.0	1.0	1.0	['F2', 'F3', 'F4', 'A4']	['P8', 'P15', 'M17', 'M10', 'M3']	[0, 4]	[5, 9]
28	2.0	0.5	1.0	['F2', 'F3', 'F4', 'A4']	['P8', 'P15', 'M17', 'M10', 'M3']	[0, 4]	[5, 9]
29	1.0	1.0	1.0	['F2', 'F3', 'F4', 'A4']	['P8', 'P15', 'M17', 'M10', 'M3']	[0, 4]	[5, 9]
29	2.0	0.5	1.0	['F2', 'B-2', 'F4', 'G4', 'B-4']	['P4', 'P15', 'M16', 'P18', 'P12', 'M13', 'M2', 'm3']	[0, 2, 5]	[5, 7, 10]
30	1.0	1.0	1.0	['F2', 'F3', 'F4', 'A4', 'C5']	['P8', 'P15', 'M17', 'P19', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[5, 9, 0]
30	2.0	0.5	1.0	['F2', 'F3', 'F4', 'A4', 'C5']	['P8', 'P15', 'M17', 'P19', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[5, 9, 0]
31	1.0	1.0	1.0	['F2', 'F3', 'F4', 'B-4', 'D5']	['P8', 'P15', 'P18', 'M20', 'P11', 'M13', 'P4', 'M6', 'M3']	[0, 3, 7]	[10, 2, 5]
31	2.0	0.5	1.0	['F2', 'B-2', 'G4', 'B-4', 'E5']	['P4', 'M16', 'P18', 'M21', 'M13', 'P15', 'A18', 'm3', 'M6', 'A4']	[0, 1, 3, 6]	[4, 5, 7, 10]
32	1.0	1.0	2.0	['F2', 'F3', 'A4', 'C5', 'F5']	['P8', 'M17', 'P19', 'P22', 'M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[5, 9, 0]
33	1.0	1.0	1.0	['F2', 'F3', 'A4', 'C5', 'F5']	['P8', 'M17', 'P19', 'P22', 'M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[5, 9, 0]
33	2.0	0.5	1.0	['A4']	[]	[0]	[9]
34	1.0	1.0	1.0	['F4', 'A4', 'D5']	['M3', 'M6', 'P4']	[0, 3, 7]	[2, 5, 9]
34	2.0	0.5	1.0	['D4', 'A4', 'F5']	['P5', 'm10', 'm6']	[0, 3, 7]	[2, 5, 9]
35	1.0	1.0	1.0	['C#4', 'A4', 'E5']	['m6', 'm10', 'P5']	[0, 3, 7]	[9, 1, 4]
35	2.0	0.5	1.0	['A3', 'C#5', 'A5']	['M10', 'P15', 'm6']	[0, 4]	[9, 1]
36	1.0	1.0	0.5	['D4', 'A4', 'D5', 'F5']	['P5', 'P8', 'm10', 'P4', 'm6', 'm3']	[0, 3, 7]	[2, 5, 9]
36	1.5	0.25	0.5	['D4', 'A4', 'D5', 'E5']	['P5', 'P8', 'M9', 'P4', 'M2']	[0, 2, 7]	[2, 4, 9]
36	2.0	0.5	1.0	['F4', 'A4', 'D5']	['M3', 'M6', 'P4']	[0, 3, 7]	[2, 5, 9]
37	1.0	1.0	1.0	['E4', 'G#4', 'B4', 'E5']	['M3', 'P5', 'P8', 'm3', 'm6', 'P4']	[0, 3, 7]	[4, 8, 11]
37	2.0	0.5	1.0	['A3', 'A4', 'C5', 'E5']	['P8', 'm10', 'P12', 'm3', 'P5', 'M3']	[0, 3, 7]	[9, 0, 4]
38	1.0	1.0	1.0	['E3', 'G#4', 'B4', 'E5']	['M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[4, 8, 11]
38	2.0	0.5	0.5	['A2', 'A4', 'C5']	['P15', 'm17', 'm3']	[0, 3]	[9, 0]
38	2.5	0.25	0.5	['A2', 'A4', 'C5']	['P15', 'm17', 'm3']	[0, 3]	[9, 0]
39	1.0	1.0	1.0	['G#2', 'E4', 'B4']	['m13', 'm17', 'P5']	[0, 3, 7]	[4, 8, 11]
39	2.0	0.5	1.0	['E2', 'G#4', 'E5']	['M17', 'P22', 'm6']	[0, 4]	[4, 8]
40	1.0	1.0	0.5	['A2', 'E4', 'C5']	['P12', 'm17', 'm6']	[0, 3, 7]	[9, 0, 4]
40	1.5	0.25	0.5	['A2', 'E4', 'B4', 'C5']	['P12', 'M16', 'm17', 'P5', 'm6', 'm2']	[0, 2, 3, 7]	[9, 11, 0, 4]
40	2.0	0.5	1.0	['C3', 'E4', 'A4']	['M10', 'M13', 'P4']	[0, 3, 7]	[9, 0, 4]
41	1.0	1.0	1.0	['D3', 'F4', 'A4', 'B4']	['m10', 'P12', 'M13', 'M3', 'A4', 'M2']	[0, 2, 5, 8]	[9, 11, 2, 5]
41	2.0	0.5	0.5	['E3', 'E4', 'G#4', 'B4']	['P8', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[4, 8, 11]
41	2.5	0.25	0.5	['E3', 'E4', 'G#4', 'B4']	['P8', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[4, 8, 11]
42	1.0	1.0	1.0	['A2', 'E4', 'A4', 'C5']	['P12', 'P15', 'm17', 'P4', 'm6', 'm3']	[0, 3, 7]	[9, 0, 4]
42	2.0	0.5	1.0	['D2', 'F4', 'A4', 'D5']	['m17', 'P19', 'P22', 'M3', 'M6', 'P4']	[0, 3, 7]	[2, 5, 9]
43	1.0	1.0	1.0	['A2', 'E4', 'A4', 'C5']	['P12', 'P15', 'm17', 'P4', 'm6', 'm3']	[0, 3, 7]	[9, 0, 4]
43	2.0	0.5	1.0	['A2', 'E4', 'A4', 'C5', 'E5']	['P12', 'P15', 'm17', 'P19', 'P4', 'm6', 'P8', 'm3', 'P5', 'M3']	[0, 3, 7]	[9, 0, 4]
44	1.0	1.0	2.0	['A2', 'E4', 'A4', 'C5', 'E5']	['P12', 'P15', 'm17', 'P19', 'P4', 'm6', 'P8', 'm3', 'P5', 'M3']	[0, 3, 7]	[9, 0, 4]
45	1.0	1.0	1.0	['C2', 'C3', 'E4', 'G4', 'C5']	['P8', 'M17', 'P19', 'P22', 'M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[0, 4, 7]
45	2.0	0.5	1.0	['C2', 'C3', 'E4', 'G4', 'E5']	['P8', 'M17', 'P19', 'M24', 'M10', 'P12', 'm3', 'M6']	[0, 3, 7]	[0, 4, 7]
46	1.0	1.0	1.0	['E2', 'E3', 'E4', 'G#4', 'E5']	['P8', 'P15', 'M17', 'P22', 'M10', 'M3', 'm6']	[0, 4]	[4, 8]
46	2.0	0.5	1.0	['E2', 'E3', 'E4', 'G#4', 'E5']	['P8', 'P15', 'M17', 'P22', 'M10', 'M3', 'm6']	[0, 4]	[4, 8]
47	1.0	1.0	1.0	['C4', 'E4', 'A4']	['M3', 'M6', 'P4']	[0, 3, 7]	[9, 0, 4]
47	2.0	0.5	1.0	['A3', 'E4', 'C5']	['P5', 'm10', 'm6']	[0, 3, 7]	[9, 0, 4]
48	1.0	1.0	1.0	['G#3', 'E4', 'B4']	['m6', 'm10', 'P5']	[0, 3, 7]	[4, 8, 11]
48	2.0	0.5	1.0	['E3', 'G#4', 'E5']	['M10', 'P15', 'm6']	[0, 4]	[4, 8]
49	1.0	1.0	0.5	['A3', 'E4', 'C5']	['P5', 'm10', 'm6']	[0, 3, 7]	[9, 0, 4]
49	1.5	0.25	0.5	['A3', 'E4', 'B4', 'C5']	['P5', 'M9', 'm10', 'm6', 'm2']	[0, 2, 3, 7]	[9, 11, 0, 4]
49	2.0	0.5	0.75	['C4', 'E4', 'A4']	['M3', 'M6', 'P4']	[0, 3, 7]	[9, 0, 4]
49	2.75	0.125	0.25	['C4', 'E4', 'A4']	['M3', 'M6', 'P4']	[0, 3, 7]	[9, 0, 4]
50	1.0	1.0	1.0	['E4', 'G#4', 'B4']	['M3', 'P5', 'm3']	[0, 3, 7]	[4, 8, 11]
50	2.0	0.5	1.0	['B3', 'D#4', 'F#4', 'B4']	['M3', 'P5', 'P8', 'm3', 'm6', 'P4']	[0, 3, 7]	[11, 3, 6]
51	1.0	1.0	1.0	['E3', 'E4', 'G#4', 'B4']	['P8', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[4, 8, 11]
51	2.0	0.5	1.0	['B2', 'D#4', 'F#4']	['M10', 'P12', 'm3']	[0, 3, 7]	[11, 3, 6]
52	1.0	1.0	1.0	['G#2', 'E4', 'B4']	['m13', 'm17', 'P5']	[0, 3, 7]	[4, 8, 11]
52	2.0	0.5	1.0	['E2', 'G#4', 'E5']	['M17', 'P22', 'm6']	[0, 4]	[4, 8]
53	1.0	1.0	0.5	['A2', 'E4', 'C5']	['P12', 'm17', 'm6']	[0, 3, 7]	[9, 0, 4]
53	1.5	0.25	0.5	['A2', 'E4', 'B4', 'C5']	['P12', 'M16', 'm17', 'P5', 'm6', 'm2']	[0, 2, 3, 7]	[9, 11, 0, 4]
53	2.0	0.5	1.0	['C3', 'E4', 'A4']	['M10', 'M13', 'P4']	[0, 3, 7]	[9, 0, 4]
54	1.0	1.0	1.0	['D3', 'F4', 'A4', 'B4']	['m10', 'P12', 'M13', 'M3', 'A4', 'M2']	[0, 2, 5, 8]	[9, 11, 2, 5]
54	2.0	0.5	0.5	['E3', 'E4', 'G#4', 'B4']	['P8', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[4, 8, 11]
54	2.5	0.25	0.5	['E3', 'E4', 'G#4', 'B4']	['P8', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[4, 8, 11]
55	1.0	1.0	1.0	['A2', 'E4', 'A4', 'C5']	['P12', 'P15', 'm17', 'P4', 'm6', 'm3']	[0, 3, 7]	[9, 0, 4]
55	2.0	0.5	1.0	['D2', 'F4', 'A4', 'D5']	['m17', 'P19', 'P22', 'M3', 'M6', 'P4']	[0, 3, 7]	[2, 5, 9]
56	1.0	1.0	1.0	['A2', 'E4', 'A4', 'C5']	['P12', 'P15', 'm17', 'P4', 'm6', 'm3']	[0, 3, 7]	[9, 0, 4]
56	2.0	0.5	1.0	['A2', 'E4', 'A4', 'C5', 'E5']	['P12', 'P15', 'm17', 'P19', 'P4', 'm6', 'P8', 'm3', 'P5', 'M3']	[0, 3, 7]	[9, 0, 4]
57	1.0	1.0	2.0	['A2', 'E4', 'A4', 'C5', 'E5']	['P12', 'P15', 'm17', 'P19', 'P4', 'm6', 'P8', 'm3', 'P5', 'M3']	[0, 3, 7]	[9, 0, 4]
58	1.0	1.0	1.0	['C2', 'C3', 'E4', 'G4', 'C5']	['P8', 'M17', 'P19', 'P22', 'M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[0, 4, 7]
58	2.0	0.5	1.0	['E2', 'E3', 'E4', 'G4', 'C5']	['P8', 'P15', 'm17', 'm20', 'm10', 'm13', 'm3', 'm6', 'P4']	[0, 3, 7]	[0, 4, 7]
59	1.0	1.0	2.0	['E2', 'E3', 'E4', 'G#4', 'B4', 'E5']	['P8', 'P15', 'M17', 'P19', 'P22', 'M10', 'P12', 'M3', 'P5', 'm3', 'm6', 'P4']	[0, 3, 7]	[4, 8, 11]
60	1.0	1.0	2.0	['A1', 'A2', 'E4', 'A4', 'C5', 'E5']	['P8', 'P19', 'P22', 'm24', 'P26', 'P12', 'P15', 'm17', 'P4', 'm6', 'm3', 'P5', 'M3']	[0, 3, 7]	[9, 0, 4]
61	1.0	1.0	2.0	['A1', 'A2', 'E4', 'A4', 'C5', 'E5']	['P8', 'P19', 'P22', 'm24', 'P26', 'P12', 'P15', 'm17', 'P4', 'm6', 'm3', 'P5', 'M3']	[0, 3, 7]	[9, 0, 4]
