10	2.0	0.5	0.375	['F3', 'C4', 'A4', 'E-5']	['P5', 'M10', 'm14', 'M6', 'm10', 'd5']	[0, 2, 5, 8]	[9, 0, 3, 5]
10	2.375	0.0625	0.0625	['F3', 'C4', 'A4', 'E-5', 'F5']	['P5', 'M10', 'm14', 'P15', 'M6', 'm10', 'P11', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[9, 0, 3, 5]
10	2.4375	0.0625	0.0625	['F3', 'C4', 'A4', 'E-5']	['P5', 'M10', 'm14', 'M6', 'm10', 'd5']	[0, 2, 5, 8]	[9, 0, 3, 5]
10	2.5	0.25	0.25	['F3', 'D4', 'A4', 'D5', 'E-5', 'F5']	['M6', 'M10', 'M13', 'm14', 'P15', 'P5', 'P8', 'm9', 'm10', 'P4', 'd5', 'm6', 'm2', 'm3', 'M2']	[0, 1, 3, 7]	[2, 3, 5, 9]
10	2.75	0.125	0.125	['F3', 'D4', 'A4', 'C5', 'D5']	['M6', 'M10', 'P12', 'M13', 'P5', 'm7', 'P8', 'm3', 'P4', 'M2']	[0, 3, 5, 8]	[9, 0, 2, 5]
10	2.875	0.0625	0.125	['F3', 'E-4', 'A4', 'C5']	['m7', 'M10', 'P12', 'A4', 'M6', 'm3']	[0, 2, 5, 8]	[9, 0, 3, 5]
11	1.0	1.0	0.5	['B-3', 'D4', 'B-4']	['M3', 'P8', 'm6']	[0, 4]	[10, 2]
11	1.5	0.25	0.375	['F3', 'E-4', 'A4', 'B-4', 'C5']	['m7', 'M10', 'P11', 'P12', 'A4', 'P5', 'M6', 'm2', 'm3', 'M2']	[0, 1, 3, 6, 8]	[9, 10, 0, 3, 5]
11	1.875	0.0625	0.125	['F3', 'E-4', 'A4', 'B-4', 'D5']	['m7', 'M10', 'P11', 'M13', 'A4', 'P5', 'M7', 'm2', 'P4', 'M3']	[0, 1, 3, 7, 8]	[2, 3, 5, 9, 10]
11	2.0	0.5	0.5	['B-3', 'D4', 'B-4']	['M3', 'P8', 'm6']	[0, 4]	[10, 2]
11	2.5	0.25	0.5	['D5']	[]	[0]	[2]
12	1.0	1.0	0.5	['F3', 'A3', 'C4', 'F4', 'C5']	['M3', 'P5', 'P8', 'P12', 'm3', 'm6', 'm10', 'P4']	[0, 3, 7]	[5, 9, 0]
12	1.5	0.25	0.5	['F4']	[]	[0]	[5]
12	2.0	0.5	0.5	['F5']	[]	[0]	[5]
12	2.5	0.25	0.25	['F3', 'A3', 'F4', 'A4', 'F5']	['M3', 'P8', 'M10', 'P15', 'm6', 'm13']	[0, 4]	[5, 9]
12	2.75	0.125	0.25	['F3', 'A3', 'F4', 'A4']	['M3', 'P8', 'M10', 'm6']	[0, 4]	[5, 9]
13	1.0	1.0	0.5	['G3', 'B-3', 'F4', 'B-4']	['m3', 'm7', 'm10', 'P5', 'P8', 'P4']	[0, 2, 5]	[5, 7, 10]
13	1.5	0.25	0.5	['A3', 'C4', 'F4', 'C5']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[5, 9, 0]
13	2.0	0.5	0.5	['B-3', 'D4', 'F4', 'D5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[10, 2, 5]
13	2.5	0.25	0.5	['F5']	[]	[0]	[5]
14	1.0	1.0	0.25	['A2', 'C4', 'F4']	['m10', 'm13', 'P4']	[0, 3, 7]	[5, 9, 0]
14	1.25	0.125	0.25	['A2', 'C4', 'F4', 'G4']	['m10', 'm13', 'm14', 'P4', 'P5', 'M2']	[0, 2, 4, 7]	[5, 7, 9, 0]
14	1.5	0.25	0.25	['A2', 'C4', 'F4', 'A4']	['m10', 'm13', 'P15', 'P4', 'M6', 'M3']	[0, 3, 7]	[5, 9, 0]
14	1.75	0.125	0.25	['A2', 'C4', 'F4', 'B-4']	['m10', 'm13', 'm16', 'P4', 'm7']	[0, 2, 3, 7]	[5, 9, 10, 0]
14	2.0	0.5	0.5	['G2', 'B-3', 'C4', 'F4', 'C5']	['m10', 'P11', 'm14', 'P18', 'M2', 'P5', 'M9', 'P4', 'P8']	[0, 2, 5, 7]	[5, 7, 10, 0]
14	2.5	0.25	0.25	['C3', 'B-3', 'C4', 'E4', 'C5']	['m7', 'P8', 'M10', 'P15', 'M2', 'A4', 'M9', 'M3', 'm6']	[0, 2, 6]	[10, 0, 4]
14	2.75	0.125	0.25	['C3', 'B-3', 'C4', 'E4']	['m7', 'P8', 'M10', 'M2', 'A4', 'M3']	[0, 2, 6]	[10, 0, 4]
15	1.0	1.0	0.25	['F2', 'A3', 'C4', 'F4']	['M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[5, 9, 0]
15	1.25	0.125	0.25	['A2', 'A3', 'C4', 'F4']	['P8', 'm10', 'm13', 'm3', 'm6', 'P4']	[0, 3, 7]	[5, 9, 0]
15	1.5	0.25	0.25	['C3', 'A3', 'C4', 'F4']	['M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[5, 9, 0]
15	1.75	0.125	0.25	['E3', 'A3', 'C4', 'F4']	['P4', 'm6', 'm9', 'm3']	[0, 1, 5, 8]	[4, 5, 9, 0]
15	2.0	0.5	0.25	['F3']	[]	[0]	[5]
15	2.25	0.125	0.25	['A3']	[]	[0]	[9]
15	2.5	0.25	0.25	['C4', 'F4']	['P4']	[0, 5]	[0, 5]
15	2.75	0.125	0.25	['D4', 'F4']	['m3']	[0, 3]	[2, 5]
16	1.0	1.0	0.75	['E-4', 'F4', 'A4', 'C5', 'F5', 'C6']	['M2', 'A4', 'M6', 'M9', 'M13', 'M3', 'P5', 'P8', 'P12', 'm3', 'm6', 'm10', 'P4']	[0, 2, 5, 8]	[9, 0, 3, 5]
16	1.75	0.125	0.25	['E-4', 'F4', 'A4', 'C5', 'F5', 'C6']	['M2', 'A4', 'M6', 'M9', 'M13', 'M3', 'P5', 'P8', 'P12', 'm3', 'm6', 'm10', 'P4']	[0, 2, 5, 8]	[9, 0, 3, 5]
16	2.0	0.5	0.25	['E-4', 'F4', 'A4', 'D5', 'F5', 'D6']	['M2', 'A4', 'M7', 'M9', 'M14', 'M3', 'M6', 'P8', 'M13', 'P4', 'm6', 'P11', 'm3']	[0, 1, 3, 7]	[2, 3, 5, 9]
16	2.25	0.125	0.25	['E-4', 'F4', 'A4', 'C5', 'F5', 'C6']	['M2', 'A4', 'M6', 'M9', 'M13', 'M3', 'P5', 'P8', 'P12', 'm3', 'm6', 'm10', 'P4']	[0, 2, 5, 8]	[9, 0, 3, 5]
16	2.5	0.25	0.25	['E-4', 'F4', 'B-4', 'F5', 'B-5']	['M2', 'P5', 'M9', 'P12', 'P4', 'P8', 'P11']	[0, 2, 7]	[3, 5, 10]
16	2.75	0.125	0.25	['E-4', 'F4', 'A4', 'C5', 'F5', 'A5']	['M2', 'A4', 'M6', 'M9', 'A11', 'M3', 'P5', 'P8', 'M10', 'm3', 'm6', 'P4']	[0, 2, 5, 8]	[9, 0, 3, 5]
17	1.0	1.0	0.25	['D4', 'F4', 'B-4', 'F5', 'B-5']	['m3', 'm6', 'm10', 'm13', 'P4', 'P8', 'P11', 'P5']	[0, 3, 7]	[10, 2, 5]
17	1.25	0.125	0.25	['D4', 'F4', 'B-4', 'D5', 'F5', 'D6']	['m3', 'm6', 'P8', 'm10', 'P15', 'P4', 'M6', 'M13', 'M3', 'P5', 'M10']	[0, 3, 7]	[10, 2, 5]
17	1.5	0.25	1.0	['D4', 'F4', 'B-4', 'F5', 'F6']	['m3', 'm6', 'm10', 'm17', 'P4', 'P8', 'P15', 'P5', 'P12']	[0, 3, 7]	[10, 2, 5]
17	2.5	0.25	0.5	['D3', 'B-3', 'F4', 'F5']	['m6', 'm10', 'm17', 'P5', 'P12', 'P8']	[0, 3, 7]	[10, 2, 5]
18	1.0	1.0	0.5	['E-3', 'B-3', 'G4', 'F5']	['P5', 'M10', 'M16', 'M6', 'P12', 'm7']	[0, 2, 4, 7]	[3, 5, 7, 10]
18	1.5	0.25	0.25	['E-3', 'C4', 'G4']	['M6', 'M10', 'P5']	[0, 3, 7]	[0, 3, 7]
18	1.75	0.125	0.25	['E-3', 'C4', 'G4']	['M6', 'M10', 'P5']	[0, 3, 7]	[0, 3, 7]
18	2.0	0.5	0.375	['F3', 'C4', 'A4', 'E-5']	['P5', 'M10', 'm14', 'M6', 'm10', 'd5']	[0, 2, 5, 8]	[9, 0, 3, 5]
18	2.375	0.0625	0.0625	['F3', 'C4', 'A4', 'E-5', 'F5']	['P5', 'M10', 'm14', 'P15', 'M6', 'm10', 'P11', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[9, 0, 3, 5]
18	2.4375	0.0625	0.0625	['F3', 'C4', 'A4', 'E-5']	['P5', 'M10', 'm14', 'M6', 'm10', 'd5']	[0, 2, 5, 8]	[9, 0, 3, 5]
18	2.5	0.25	0.25	['F3', 'D4', 'A4', 'D5', 'E-5', 'F5']	['M6', 'M10', 'M13', 'm14', 'P15', 'P5', 'P8', 'm9', 'm10', 'P4', 'd5', 'm6', 'm2', 'm3', 'M2']	[0, 1, 3, 7]	[2, 3, 5, 9]
18	2.75	0.125	0.125	['F3', 'D4', 'A4', 'C5', 'D5']	['M6', 'M10', 'P12', 'M13', 'P5', 'm7', 'P8', 'm3', 'P4', 'M2']	[0, 3, 5, 8]	[9, 0, 2, 5]
18	2.875	0.0625	0.125	['F3', 'E-4', 'A4', 'C5']	['m7', 'M10', 'P12', 'A4', 'M6', 'm3']	[0, 2, 5, 8]	[9, 0, 3, 5]
19	1.0	1.0	0.5	['B-3', 'D4', 'B-4']	['M3', 'P8', 'm6']	[0, 4]	[10, 2]
19	1.5	0.25	0.375	['F3', 'E-4', 'A4', 'C5']	['m7', 'M10', 'P12', 'A4', 'M6', 'm3']	[0, 2, 5, 8]	[9, 0, 3, 5]
19	1.875	0.0625	0.125	['F3', 'E-4', 'A4', 'D5']	['m7', 'M10', 'M13', 'A4', 'M7', 'P4']	[0, 1, 3, 7]	[2, 3, 5, 9]
19	2.0	0.5	1/6	['B-3', 'D4', 'B-4']	['M3', 'P8', 'm6']	[0, 4]	[10, 2]
19	13/6	0.0625	1/6	['B-3', 'D4', 'F4', 'B-4']	['M3', 'P5', 'P8', 'm3', 'm6', 'P4']	[0, 3, 7]	[10, 2, 5]
19	7/3	0.0625	1/6	['B-3', 'D4', 'G4', 'B-4']	['M3', 'M6', 'P8', 'P4', 'm6', 'm3']	[0, 3, 7]	[7, 10, 2]
19	2.5	0.25	1/6	['A4']	[]	[0]	[9]
19	8/3	0.0625	1/6	['B-4']	[]	[0]	[10]
19	17/6	0.0625	1/6	['C5']	[]	[0]	[0]
20	1.0	1.0	0.5	['B-3', 'D4', 'B-4']	['M3', 'P8', 'm6']	[0, 4]	[10, 2]
20	1.5	0.25	0.375	['F3', 'E-4', 'A4', 'C5']	['m7', 'M10', 'P12', 'A4', 'M6', 'm3']	[0, 2, 5, 8]	[9, 0, 3, 5]
20	1.875	0.0625	0.125	['F3', 'E-4', 'A4', 'D5']	['m7', 'M10', 'M13', 'A4', 'M7', 'P4']	[0, 1, 3, 7]	[2, 3, 5, 9]
20	2.0	0.5	0.5	['B-3', 'D4', 'B-4']	['M3', 'P8', 'm6']	[0, 4]	[10, 2]
20	2.5	0.25	0.5				
